id,clima,pais,dinheiro,decisao,clima_cod,pais_cod,dinheiro_cod,ruido
501,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
502,Vento,Sim,Rico,Cinema,1,1,1,0
503,Vento,Nao,Pobre,Cinema,1,0,0,0
504,Chuva,Sim,Rico,Cinema,2,1,1,0
505,Vento,Nao,Rico,Compras,1,0,1,0
506,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
507,Vento,Nao,Rico,Compras,1,0,1,0
508,Chuva,Sim,Pobre,Cinema,2,1,0,0
509,Sol,Nao,Rico,Tenis,0,0,1,0
510,Vento,Nao,Rico,Compras,1,0,1,0
511,Vento,Sim,Rico,Cinema,1,1,1,0
512,Sol,Nao,Rico,Tenis,0,0,1,0
513,Chuva,Sim,Rico,Cinema,2,1,1,0
514,Sol,Sim,Rico,Cinema,0,1,1,0
515,Vento,Sim,Rico,Cinema,1,1,1,0
516,Vento,Nao,Rico,Compras,1,0,1,0
517,Vento,Sim,Pobre,Cinema,1,1,0,0
518,Vento,Sim,Rico,Cinema,1,1,1,0
519,Sol,Nao,Rico,Tenis,0,0,1,0
520,Vento,Nao,Rico,Cinema,1,0,1,1
521,Chuva,Nao,Pobre,Cinema,2,0,0,0
522,Chuva,Sim,Pobre,Ficar em casa,2,1,0,1
523,Vento,Sim,Rico,Cinema,1,1,1,0
524,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
525,Vento,Sim,Pobre,Cinema,1,1,0,0
526,Sol,Nao,Rico,Tenis,0,0,1,0
527,Chuva,Sim,Pobre,Cinema,2,1,0,0
528,Sol,Nao,Rico,Tenis,0,0,1,0
529,Chuva,Sim,Pobre,Cinema,2,1,0,0
530,Sol,Nao,Rico,Tenis,0,0,1,0
531,Sol,Nao,Rico,Compras,0,0,1,1
532,Vento,Nao,Rico,Cinema,1,0,1,1
533,Sol,Nao,Rico,Tenis,0,0,1,0
534,Chuva,Nao,Pobre,Cinema,2,0,0,0
535,Sol,Nao,Rico,Tenis,0,0,1,0
536,Sol,Nao,Rico,Tenis,0,0,1,0
537,Vento,Nao,Rico,Compras,1,0,1,0
538,Sol,Sim,Rico,Cinema,0,1,1,0
539,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
540,Vento,Nao,Rico,Compras,1,0,1,0
541,Vento,Nao,Pobre,Cinema,1,0,0,0
542,Sol,Nao,Rico,Tenis,0,0,1,0
543,Sol,Sim,Rico,Cinema,0,1,1,0
544,Vento,Nao,Rico,Compras,1,0,1,0
545,Chuva,Sim,Rico,Cinema,2,1,1,0
546,Vento,Sim,Rico,Cinema,1,1,1,0
547,Chuva,Sim,Rico,Compras,2,1,1,1
548,Sol,Nao,Rico,Tenis,0,0,1,0
549,Vento,Sim,Rico,Cinema,1,1,1,0
550,Vento,Sim,Rico,Cinema,1,1,1,0
551,Vento,Nao,Rico,Tenis,1,0,1,1
552,Vento,Nao,Pobre,Cinema,1,0,0,0
553,Sol,Sim,Pobre,Cinema,0,1,0,0
554,Vento,Nao,Rico,Compras,1,0,1,0
555,Vento,Sim,Rico,Cinema,1,1,1,0
556,Sol,Sim,Rico,Cinema,0,1,1,0
557,Chuva,Sim,Pobre,Cinema,2,1,0,0
558,Vento,Nao,Rico,Compras,1,0,1,0
559,Sol,Sim,Pobre,Cinema,0,1,0,0
560,Chuva,Sim,Rico,Cinema,2,1,1,0
561,Vento,Nao,Rico,Compras,1,0,1,0
562,Vento,Sim,Rico,Cinema,1,1,1,0
563,Vento,Nao,Rico,Compras,1,0,1,0
564,Chuva,Sim,Rico,Cinema,2,1,1,0
565,Vento,Nao,Rico,Compras,1,0,1,0
566,Sol,Nao,Rico,Tenis,0,0,1,0
567,Chuva,Sim,Pobre,Cinema,2,1,0,0
568,Sol,Nao,Pobre,Cinema,0,0,0,0
569,Sol,Sim,Rico,Cinema,0,1,1,0
570,Vento,Sim,Rico,Cinema,1,1,1,0
571,Vento,Nao,Pobre,Cinema,1,0,0,0
572,Vento,Sim,Pobre,Cinema,1,1,0,0
573,Chuva,Nao,Pobre,Cinema,2,0,0,0
574,Sol,Nao,Rico,Tenis,0,0,1,0
575,Vento,Nao,Rico,Compras,1,0,1,0
576,Vento,Nao,Rico,Compras,1,0,1,0
577,Sol,Nao,Rico,Tenis,0,0,1,0
578,Sol,Sim,Rico,Cinema,0,1,1,0
579,Vento,Sim,Pobre,Cinema,1,1,0,0
580,Sol,Nao,Rico,Tenis,0,0,1,0
581,Chuva,Sim,Rico,Cinema,2,1,1,0
582,Vento,Sim,Rico,Cinema,1,1,1,0
583,Vento,Sim,Rico,Cinema,1,1,1,0
584,Sol,Sim,Rico,Cinema,0,1,1,0
585,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
586,Vento,Sim,Rico,Cinema,1,1,1,0
587,Vento,Sim,Rico,Cinema,1,1,1,0
588,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
589,Sol,Sim,Rico,Cinema,0,1,1,0
590,Chuva,Nao,Pobre,Cinema,2,0,0,0
591,Vento,Sim,Rico,Cinema,1,1,1,0
592,Vento,Nao,Rico,Compras,1,0,1,0
593,Vento,Sim,Rico,Cinema,1,1,1,0
594,Sol,Nao,Pobre,Cinema,0,0,0,0
595,Vento,Nao,Rico,Compras,1,0,1,0
596,Sol,Sim,Rico,Cinema,0,1,1,0
597,Vento,Nao,Rico,Compras,1,0,1,0
598,Vento,Nao,Pobre,Cinema,1,0,0,0
599,Sol,Sim,Rico,Cinema,0,1,1,0
600,Vento,Nao,Pobre,Cinema,1,0,0,0
601,Sol,Sim,Rico,Cinema,0,1,1,0
602,Vento,Sim,Pobre,Cinema,1,1,0,0
603,Sol,Nao,Pobre,Cinema,0,0,0,0
604,Sol,Sim,Rico,Cinema,0,1,1,0
605,Vento,Nao,Rico,Compras,1,0,1,0
606,Vento,Sim,Rico,Cinema,1,1,1,0
607,Vento,Nao,Pobre,Cinema,1,0,0,0
608,Sol,Sim,Pobre,Cinema,0,1,0,0
609,Sol,Nao,Rico,Tenis,0,0,1,0
610,Chuva,Sim,Pobre,Cinema,2,1,0,0
611,Chuva,Sim,Pobre,Cinema,2,1,0,0
612,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
613,Chuva,Nao,Pobre,Cinema,2,0,0,0
614,Vento,Nao,Rico,Compras,1,0,1,0
615,Sol,Nao,Pobre,Cinema,0,0,0,0
616,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
617,Vento,Sim,Rico,Cinema,1,1,1,0
618,Chuva,Sim,Rico,Cinema,2,1,1,0
619,Sol,Nao,Rico,Tenis,0,0,1,0
620,Vento,Nao,Rico,Cinema,1,0,1,1
621,Vento,Nao,Rico,Compras,1,0,1,0
622,Vento,Sim,Rico,Cinema,1,1,1,0
623,Chuva,Sim,Pobre,Cinema,2,1,0,0
624,Vento,Nao,Pobre,Cinema,1,0,0,0
625,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
626,Sol,Nao,Rico,Tenis,0,0,1,0
627,Chuva,Nao,Pobre,Ficar em casa,2,0,0,1
628,Chuva,Sim,Rico,Cinema,2,1,1,0
629,Vento,Sim,Pobre,Cinema,1,1,0,0
630,Vento,Sim,Rico,Cinema,1,1,1,0
631,Chuva,Sim,Rico,Cinema,2,1,1,0
632,Vento,Nao,Rico,Compras,1,0,1,0
633,Vento,Nao,Rico,Compras,1,0,1,0
634,Chuva,Sim,Rico,Cinema,2,1,1,0
635,Sol,Nao,Rico,Tenis,0,0,1,0
636,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
637,Sol,Sim,Pobre,Cinema,0,1,0,0
638,Vento,Nao,Rico,Compras,1,0,1,0
639,Chuva,Sim,Pobre,Cinema,2,1,0,0
640,Vento,Sim,Rico,Cinema,1,1,1,0
641,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
642,Vento,Nao,Rico,Compras,1,0,1,0
643,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
644,Vento,Sim,Rico,Cinema,1,1,1,0
645,Vento,Nao,Rico,Compras,1,0,1,0
646,Vento,Nao,Rico,Compras,1,0,1,0
647,Vento,Nao,Pobre,Cinema,1,0,0,0
648,Sol,Nao,Pobre,Cinema,0,0,0,0
649,Sol,Sim,Rico,Cinema,0,1,1,0
650,Chuva,Nao,Pobre,Cinema,2,0,0,0
651,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
652,Chuva,Nao,Pobre,Tenis,2,0,0,1
653,Sol,Sim,Pobre,Cinema,0,1,0,0
654,Vento,Sim,Pobre,Cinema,1,1,0,0
655,Vento,Sim,Rico,Cinema,1,1,1,0
656,Sol,Sim,Rico,Cinema,0,1,1,0
657,Chuva,Sim,Rico,Cinema,2,1,1,0
658,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
659,Vento,Nao,Rico,Compras,1,0,1,0
660,Chuva,Sim,Rico,Ficar em casa,2,1,1,1
661,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
662,Chuva,Sim,Pobre,Cinema,2,1,0,0
663,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
664,Chuva,Sim,Pobre,Cinema,2,1,0,0
665,Sol,Nao,Rico,Ficar em casa,0,0,1,1
666,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
667,Sol,Nao,Rico,Tenis,0,0,1,0
668,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
669,Chuva,Sim,Pobre,Tenis,2,1,0,1
670,Vento,Sim,Rico,Cinema,1,1,1,0
671,Chuva,Nao,Pobre,Cinema,2,0,0,0
672,Vento,Sim,Rico,Cinema,1,1,1,0
673,Sol,Sim,Rico,Cinema,0,1,1,0
674,Chuva,Sim,Pobre,Cinema,2,1,0,0
675,Chuva,Sim,Rico,Cinema,2,1,1,0
676,Chuva,Sim,Rico,Tenis,2,1,1,1
677,Sol,Nao,Pobre,Cinema,0,0,0,0
678,Vento,Nao,Pobre,Cinema,1,0,0,0
679,Chuva,Nao,Pobre,Cinema,2,0,0,0
680,Chuva,Sim,Rico,Cinema,2,1,1,0
681,Vento,Sim,Rico,Cinema,1,1,1,0
682,Vento,Nao,Rico,Compras,1,0,1,0
683,Chuva,Sim,Pobre,Cinema,2,1,0,0
684,Sol,Sim,Rico,Cinema,0,1,1,0
685,Chuva,Sim,Pobre,Cinema,2,1,0,0
686,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
687,Vento,Nao,Rico,Compras,1,0,1,0
688,Sol,Sim,Pobre,Cinema,0,1,0,0
689,Vento,Nao,Rico,Compras,1,0,1,0
690,Sol,Nao,Rico,Tenis,0,0,1,0
691,Sol,Sim,Rico,Cinema,0,1,1,0
692,Sol,Sim,Pobre,Cinema,0,1,0,0
693,Vento,Nao,Rico,Compras,1,0,1,0
694,Vento,Nao,Rico,Compras,1,0,1,0
695,Chuva,Sim,Pobre,Cinema,2,1,0,0
696,Vento,Sim,Rico,Cinema,1,1,1,0
697,Sol,Nao,Pobre,Cinema,0,0,0,0
698,Vento,Sim,Rico,Cinema,1,1,1,0
699,Sol,Sim,Pobre,Cinema,0,1,0,0
700,Sol,Sim,Rico,Cinema,0,1,1,0
701,Sol,Nao,Pobre,Tenis,0,0,0,1
702,Sol,Nao,Pobre,Cinema,0,0,0,0
703,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
704,Sol,Nao,Rico,Tenis,0,0,1,0
705,Vento,Sim,Rico,Cinema,1,1,1,0
706,Chuva,Sim,Rico,Cinema,2,1,1,0
707,Vento,Nao,Rico,Compras,1,0,1,0
708,Chuva,Sim,Rico,Cinema,2,1,1,0
709,Vento,Nao,Pobre,Cinema,1,0,0,0
710,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
711,Chuva,Sim,Pobre,Cinema,2,1,0,0
712,Vento,Sim,Rico,Ficar em casa,1,1,1,1
713,Sol,Nao,Pobre,Compras,0,0,0,1
714,Vento,Nao,Pobre,Cinema,1,0,0,0
715,Sol,Nao,Rico,Tenis,0,0,1,0
716,Chuva,Sim,Pobre,Cinema,2,1,0,0
717,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
718,Chuva,Sim,Rico,Cinema,2,1,1,0
719,Vento,Nao,Rico,Compras,1,0,1,0
720,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
721,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
722,Vento,Sim,Rico,Cinema,1,1,1,0
723,Vento,Sim,Pobre,Cinema,1,1,0,0
724,Sol,Nao,Pobre,Cinema,0,0,0,0
725,Vento,Sim,Rico,Cinema,1,1,1,0
726,Chuva,Nao,Pobre,Cinema,2,0,0,0
727,Vento,Nao,Rico,Compras,1,0,1,0
728,Vento,Sim,Rico,Cinema,1,1,1,0
729,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
730,Chuva,Nao,Pobre,Cinema,2,0,0,0
731,Sol,Nao,Rico,Tenis,0,0,1,0
732,Vento,Sim,Pobre,Cinema,1,1,0,0
733,Chuva,Sim,Pobre,Cinema,2,1,0,0
734,Sol,Nao,Pobre,Cinema,0,0,0,0
735,Sol,Nao,Pobre,Cinema,0,0,0,0
736,Chuva,Sim,Pobre,Cinema,2,1,0,0
737,Chuva,Sim,Pobre,Cinema,2,1,0,0
738,Chuva,Sim,Rico,Cinema,2,1,1,0
739,Sol,Sim,Rico,Compras,0,1,1,1
740,Vento,Sim,Rico,Cinema,1,1,1,0
741,Chuva,Sim,Rico,Cinema,2,1,1,0
742,Chuva,Nao,Pobre,Cinema,2,0,0,0
743,Vento,Nao,Rico,Tenis,1,0,1,1
744,Chuva,Sim,Rico,Cinema,2,1,1,0
745,Chuva,Nao,Pobre,Cinema,2,0,0,0
746,Vento,Nao,Rico,Ficar em casa,1,0,1,1
747,Sol,Nao,Rico,Tenis,0,0,1,0
748,Sol,Sim,Rico,Cinema,0,1,1,0
749,Chuva,Sim,Rico,Cinema,2,1,1,0
750,Sol,Nao,Pobre,Cinema,0,0,0,0
751,Vento,Sim,Rico,Cinema,1,1,1,0
752,Vento,Sim,Rico,Cinema,1,1,1,0
753,Sol,Sim,Pobre,Cinema,0,1,0,0
754,Vento,Sim,Rico,Cinema,1,1,1,0
755,Vento,Sim,Pobre,Cinema,1,1,0,0
756,Vento,Sim,Rico,Cinema,1,1,1,0
757,Sol,Sim,Pobre,Cinema,0,1,0,0
758,Sol,Sim,Rico,Cinema,0,1,1,0
759,Vento,Nao,Pobre,Cinema,1,0,0,0
760,Vento,Nao,Pobre,Cinema,1,0,0,0
761,Chuva,Sim,Rico,Cinema,2,1,1,0
762,Chuva,Nao,Pobre,Cinema,2,0,0,0
763,Vento,Nao,Rico,Compras,1,0,1,0
764,Sol,Nao,Pobre,Cinema,0,0,0,0
765,Sol,Sim,Pobre,Cinema,0,1,0,0
766,Chuva,Nao,Pobre,Cinema,2,0,0,0
767,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
768,Vento,Sim,Rico,Cinema,1,1,1,0
769,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
770,Vento,Sim,Rico,Cinema,1,1,1,0
771,Chuva,Nao,Pobre,Cinema,2,0,0,0
772,Sol,Sim,Rico,Cinema,0,1,1,0
773,Vento,Sim,Rico,Cinema,1,1,1,0
774,Sol,Sim,Rico,Cinema,0,1,1,0
775,Vento,Sim,Pobre,Cinema,1,1,0,0
776,Sol,Nao,Pobre,Cinema,0,0,0,0
777,Sol,Nao,Rico,Tenis,0,0,1,0
778,Vento,Nao,Rico,Compras,1,0,1,0
779,Sol,Nao,Rico,Tenis,0,0,1,0
780,Sol,Sim,Rico,Cinema,0,1,1,0
781,Sol,Nao,Pobre,Cinema,0,0,0,0
782,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
783,Vento,Nao,Rico,Compras,1,0,1,0
784,Chuva,Sim,Rico,Cinema,2,1,1,0
785,Chuva,Sim,Rico,Cinema,2,1,1,0
786,Chuva,Sim,Pobre,Cinema,2,1,0,0
787,Vento,Sim,Rico,Cinema,1,1,1,0
788,Vento,Sim,Pobre,Cinema,1,1,0,0
789,Vento,Sim,Pobre,Cinema,1,1,0,0
790,Vento,Sim,Rico,Cinema,1,1,1,0
791,Vento,Nao,Pobre,Cinema,1,0,0,0
792,Vento,Sim,Rico,Ficar em casa,1,1,1,1
793,Sol,Nao,Rico,Tenis,0,0,1,0
794,Sol,Sim,Pobre,Cinema,0,1,0,0
795,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
796,Vento,Sim,Rico,Cinema,1,1,1,0
797,Chuva,Sim,Rico,Cinema,2,1,1,0
798,Vento,Nao,Rico,Compras,1,0,1,0
799,Vento,Sim,Rico,Compras,1,1,1,1
800,Vento,Nao,Rico,Compras,1,0,1,0
801,Chuva,Sim,Rico,Cinema,2,1,1,0
802,Chuva,Nao,Pobre,Cinema,2,0,0,0
803,Vento,Nao,Pobre,Cinema,1,0,0,0
804,Chuva,Sim,Rico,Cinema,2,1,1,0
805,Sol,Nao,Rico,Tenis,0,0,1,0
806,Chuva,Sim,Rico,Cinema,2,1,1,0
807,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
808,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
809,Sol,Sim,Pobre,Cinema,0,1,0,0
810,Sol,Nao,Rico,Tenis,0,0,1,0
811,Vento,Nao,Rico,Compras,1,0,1,0
812,Vento,Sim,Rico,Cinema,1,1,1,0
813,Vento,Nao,Rico,Compras,1,0,1,0
814,Sol,Nao,Rico,Tenis,0,0,1,0
815,Vento,Sim,Rico,Cinema,1,1,1,0
816,Sol,Sim,Rico,Cinema,0,1,1,0
817,Chuva,Sim,Rico,Cinema,2,1,1,0
818,Chuva,Sim,Rico,Cinema,2,1,1,0
819,Vento,Sim,Rico,Cinema,1,1,1,0
820,Sol,Nao,Rico,Tenis,0,0,1,0
821,Sol,Nao,Rico,Tenis,0,0,1,0
822,Chuva,Sim,Rico,Cinema,2,1,1,0
823,Vento,Sim,Rico,Cinema,1,1,1,0
824,Sol,Nao,Rico,Tenis,0,0,1,0
825,Vento,Sim,Rico,Cinema,1,1,1,0
826,Vento,Sim,Pobre,Cinema,1,1,0,0
827,Sol,Nao,Rico,Tenis,0,0,1,0
828,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
829,Vento,Sim,Pobre,Cinema,1,1,0,0
830,Vento,Sim,Pobre,Cinema,1,1,0,0
831,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
832,Vento,Sim,Pobre,Cinema,1,1,0,0
833,Vento,Sim,Pobre,Cinema,1,1,0,0
834,Vento,Sim,Rico,Cinema,1,1,1,0
835,Vento,Nao,Rico,Compras,1,0,1,0
836,Vento,Nao,Rico,Compras,1,0,1,0
837,Vento,Sim,Rico,Cinema,1,1,1,0
838,Chuva,Sim,Pobre,Cinema,2,1,0,0
839,Sol,Sim,Rico,Cinema,0,1,1,0
840,Sol,Nao,Rico,Tenis,0,0,1,0
841,Sol,Sim,Rico,Cinema,0,1,1,0
842,Chuva,Sim,Rico,Cinema,2,1,1,0
843,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
844,Sol,Nao,Pobre,Cinema,0,0,0,0
845,Sol,Sim,Pobre,Cinema,0,1,0,0
846,Vento,Sim,Rico,Compras,1,1,1,1
847,Vento,Nao,Rico,Compras,1,0,1,0
848,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
849,Vento,Sim,Pobre,Cinema,1,1,0,0
850,Sol,Nao,Rico,Tenis,0,0,1,0
851,Sol,Sim,Rico,Cinema,0,1,1,0
852,Vento,Sim,Rico,Cinema,1,1,1,0
853,Sol,Sim,Pobre,Cinema,0,1,0,0
854,Chuva,Sim,Pobre,Cinema,2,1,0,0
855,Vento,Sim,Rico,Cinema,1,1,1,0
856,Vento,Nao,Pobre,Cinema,1,0,0,0
857,Chuva,Sim,Rico,Cinema,2,1,1,0
858,Vento,Sim,Rico,Ficar em casa,1,1,1,1
859,Vento,Nao,Pobre,Cinema,1,0,0,0
860,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
861,Vento,Sim,Pobre,Cinema,1,1,0,0
862,Vento,Nao,Rico,Compras,1,0,1,0
863,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
864,Vento,Sim,Rico,Cinema,1,1,1,0
865,Chuva,Sim,Rico,Cinema,2,1,1,0
866,Vento,Nao,Rico,Compras,1,0,1,0
867,Sol,Sim,Rico,Cinema,0,1,1,0
868,Vento,Sim,Pobre,Cinema,1,1,0,0
869,Sol,Sim,Rico,Cinema,0,1,1,0
870,Chuva,Nao,Pobre,Cinema,2,0,0,0
871,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
872,Vento,Nao,Pobre,Cinema,1,0,0,0
873,Vento,Nao,Rico,Compras,1,0,1,0
874,Vento,Sim,Rico,Cinema,1,1,1,0
875,Sol,Sim,Rico,Cinema,0,1,1,0
876,Vento,Sim,Rico,Cinema,1,1,1,0
877,Vento,Nao,Pobre,Cinema,1,0,0,0
878,Sol,Sim,Rico,Cinema,0,1,1,0
879,Sol,Nao,Rico,Tenis,0,0,1,0
880,Chuva,Sim,Rico,Cinema,2,1,1,0
881,Sol,Nao,Rico,Tenis,0,0,1,0
882,Vento,Nao,Rico,Compras,1,0,1,0
883,Vento,Sim,Rico,Cinema,1,1,1,0
884,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
885,Chuva,Sim,Rico,Cinema,2,1,1,0
886,Vento,Nao,Rico,Compras,1,0,1,0
887,Vento,Sim,Rico,Cinema,1,1,1,0
888,Sol,Nao,Rico,Tenis,0,0,1,0
889,Chuva,Nao,Pobre,Cinema,2,0,0,0
890,Vento,Nao,Rico,Compras,1,0,1,0
891,Sol,Nao,Rico,Tenis,0,0,1,0
892,Sol,Nao,Pobre,Cinema,0,0,0,0
893,Vento,Nao,Pobre,Cinema,1,0,0,0
894,Vento,Nao,Pobre,Cinema,1,0,0,0
895,Vento,Nao,Rico,Compras,1,0,1,0
896,Vento,Sim,Rico,Cinema,1,1,1,0
897,Sol,Sim,Rico,Cinema,0,1,1,0
898,Chuva,Nao,Rico,Tenis,2,0,1,1
899,Sol,Nao,Rico,Tenis,0,0,1,0
900,Vento,Nao,Rico,Compras,1,0,1,0
901,Vento,Sim,Rico,Cinema,1,1,1,0
902,Vento,Nao,Rico,Compras,1,0,1,0
903,Vento,Nao,Rico,Compras,1,0,1,0
904,Sol,Nao,Rico,Tenis,0,0,1,0
905,Chuva,Sim,Rico,Cinema,2,1,1,0
906,Chuva,Sim,Rico,Cinema,2,1,1,0
907,Sol,Nao,Rico,Tenis,0,0,1,0
908,Chuva,Sim,Pobre,Cinema,2,1,0,0
909,Sol,Sim,Rico,Cinema,0,1,1,0
910,Sol,Nao,Rico,Tenis,0,0,1,0
911,Chuva,Sim,Pobre,Cinema,2,1,0,0
912,Chuva,Nao,Pobre,Cinema,2,0,0,0
913,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
914,Vento,Nao,Rico,Compras,1,0,1,0
915,Sol,Nao,Rico,Tenis,0,0,1,0
916,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
917,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
918,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
919,Sol,Nao,Pobre,Cinema,0,0,0,0
920,Sol,Nao,Rico,Tenis,0,0,1,0
921,Sol,Sim,Pobre,Ficar em casa,0,1,0,1
922,Chuva,Sim,Pobre,Cinema,2,1,0,0
923,Sol,Nao,Rico,Tenis,0,0,1,0
924,Chuva,Sim,Pobre,Cinema,2,1,0,0
925,Sol,Sim,Rico,Cinema,0,1,1,0
926,Chuva,Sim,Rico,Cinema,2,1,1,0
927,Chuva,Nao,Pobre,Cinema,2,0,0,0
928,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
929,Vento,Sim,Rico,Cinema,1,1,1,0
930,Vento,Nao,Rico,Compras,1,0,1,0
931,Vento,Nao,Rico,Ficar em casa,1,0,1,1
932,Sol,Sim,Pobre,Ficar em casa,0,1,0,1
933,Vento,Nao,Rico,Compras,1,0,1,0
934,Sol,Nao,Rico,Tenis,0,0,1,0
935,Chuva,Sim,Rico,Cinema,2,1,1,0
936,Vento,Nao,Rico,Compras,1,0,1,0
937,Chuva,Nao,Pobre,Cinema,2,0,0,0
938,Vento,Nao,Pobre,Cinema,1,0,0,0
939,Vento,Nao,Rico,Compras,1,0,1,0
940,Sol,Sim,Rico,Cinema,0,1,1,0
941,Chuva,Sim,Pobre,Cinema,2,1,0,0
942,Vento,Sim,Rico,Cinema,1,1,1,0
943,Sol,Sim,Pobre,Cinema,0,1,0,0
944,Sol,Nao,Pobre,Cinema,0,0,0,0
945,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
946,Sol,Sim,Rico,Cinema,0,1,1,0
947,Vento,Sim,Rico,Cinema,1,1,1,0
948,Sol,Nao,Pobre,Cinema,0,0,0,0
949,Vento,Nao,Rico,Compras,1,0,1,0
950,Vento,Sim,Rico,Cinema,1,1,1,0
951,Sol,Sim,Rico,Cinema,0,1,1,0
952,Vento,Nao,Rico,Compras,1,0,1,0
953,Chuva,Sim,Rico,Cinema,2,1,1,0
954,Vento,Sim,Rico,Cinema,1,1,1,0
955,Chuva,Sim,Rico,Cinema,2,1,1,0
956,Chuva,Sim,Rico,Ficar em casa,2,1,1,1
957,Vento,Nao,Rico,Compras,1,0,1,0
958,Sol,Sim,Rico,Cinema,0,1,1,0
959,Vento,Nao,Rico,Compras,1,0,1,0
960,Chuva,Nao,Pobre,Cinema,2,0,0,0
961,Vento,Sim,Rico,Tenis,1,1,1,1
962,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
963,Vento,Sim,Rico,Cinema,1,1,1,0
964,Vento,Nao,Pobre,Cinema,1,0,0,0
965,Vento,Sim,Rico,Compras,1,1,1,1
966,Sol,Nao,Rico,Tenis,0,0,1,0
967,Vento,Nao,Pobre,Ficar em casa,1,0,0,1
968,Vento,Nao,Rico,Compras,1,0,1,0
969,Chuva,Sim,Rico,Cinema,2,1,1,0
970,Vento,Sim,Rico,Cinema,1,1,1,0
971,Vento,Sim,Pobre,Cinema,1,1,0,0
972,Vento,Nao,Rico,Compras,1,0,1,0
973,Vento,Nao,Rico,Compras,1,0,1,0
974,Sol,Nao,Rico,Tenis,0,0,1,0
975,Vento,Nao,Rico,Compras,1,0,1,0
976,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
977,Sol,Sim,Pobre,Tenis,0,1,0,1
978,Sol,Nao,Rico,Tenis,0,0,1,0
979,Chuva,Sim,Rico,Cinema,2,1,1,0
980,Vento,Sim,Pobre,Cinema,1,1,0,0
981,Chuva,Nao,Pobre,Cinema,2,0,0,0
982,Sol,Nao,Rico,Tenis,0,0,1,0
983,Sol,Sim,Rico,Cinema,0,1,1,0
984,Chuva,Nao,Rico,Ficar em casa,2,0,1,0
985,Vento,Nao,Rico,Tenis,1,0,1,1
986,Vento,Sim,Rico,Cinema,1,1,1,0
987,Vento,Sim,Rico,Cinema,1,1,1,0
988,Vento,Nao,Rico,Compras,1,0,1,0
989,Vento,Sim,Rico,Cinema,1,1,1,0
990,Vento,Nao,Pobre,Cinema,1,0,0,0
991,Vento,Nao,Rico,Ficar em casa,1,0,1,1
992,Vento,Nao,Rico,Compras,1,0,1,0
993,Vento,Nao,Pobre,Cinema,1,0,0,0
994,Vento,Sim,Rico,Cinema,1,1,1,0
995,Chuva,Sim,Rico,Cinema,2,1,1,0
996,Sol,Sim,Pobre,Ficar em casa,0,1,0,1
997,Sol,Sim,Rico,Cinema,0,1,1,0
998,Vento,Sim,Rico,Cinema,1,1,1,0
999,Sol,Nao,Rico,Tenis,0,0,1,0
1000,Sol,Nao,Pobre,Cinema,0,0,0,0
